"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Datetime
Sint Maarten,10036,0,86,0,9878,0,72,10,229316,1965,62056,1417937,43765,North America,4,509,1,0.0,0.0,1645.0,2022-04-30
Eritrea,9734,0,103,0,9631,0,0,0,2677,28,23693,6516,3636085,Africa,374,35302,153,0.0,0.0,0.0,2022-04-30
Caribbean Netherlands,9729,0,34,0,9619,0,76,0,364819,1275,30126,1129669,26668,North America,3,784,1,0.0,0.0,2850.0,2022-04-30
Samoa,9592,0,19,0,1605,0,7968,4,47763,95,65949,328394,200823,Australia/Oceania,21,10570,3,0.0,0.0,39677.0,2022-04-30
Niger,8941,13,309,0,8524,6,108,1,346,12,250347,9701,25806158,Africa,2886,83515,103,0.5,0.0,4.0,2022-04-30
Guinea-Bissau,8202,0,171,0,7528,0,503,6,3995,83,134285,65411,2052942,Africa,250,12006,15,0.0,0.0,245.0,2022-04-30
Comoros,8100,0,160,0,7933,0,7,0,8966,177,0,0,903432,Africa,112,5646,0,0.0,0.0,8.0,2022-04-30
Sierra Leone,7681,0,125,0,0,0,0,0,928,15,259958,31421,8273255,Africa,1077,66186,32,0.0,0.0,331.0,2022-04-30
Antigua and Barbuda,7626,0,136,0,7443,0,47,1,76713,1368,18901,190132,99410,North America,13,731,5,0.0,0.0,473.0,2022-04-30
Vanuatu,7480,150,13,0,6726,0,741,3,23357,41,24976,77989,320252,Australia/Oceania,43,24635,13,468.0,0.0,2314.0,2022-04-30
Liberia,7434,0,294,0,5747,0,1393,2,1409,56,139824,26508,5274765,Africa,710,17941,38,0.0,0.0,264.0,2022-04-30
Chad,7411,0,193,0,4874,0,2344,0,429,11,191341,11069,17286451,Africa,2333,89567,90,0.0,0.0,136.0,2022-04-30
St. Vincent Grenadines,6786,2,106,0,6641,0,39,0,60815,950,98941,886695,111584,North America,16,1053,1,18.0,0.0,350.0,2022-04-30
British Virgin Islands,6355,0,62,0,0,0,0,1,207687,2026,103049,3367724,30599,North America,5,494,0,0.0,0.0,3366.0,2022-04-30
Turks and Caicos,5963,0,36,0,5862,0,65,4,150300,907,488787,12320084,39674,North America,7,1102,0,0.0,0.0,1638.0,2022-04-30
Sao Tome and Principe,5957,0,73,0,5880,0,4,0,26290,322,29036,128142,226592,Africa,38,3104,8,0.0,0.0,18.0,2022-04-30
Saint Kitts and Nevis,5562,0,43,0,5518,0,1,0,103218,798,65141,1208867,53886,North America,10,1253,1,0.0,0.0,19.0,2022-04-30
Cook Islands,5031,0,1,0,4733,0,297,0,285966,57,16607,943955,17593,Australia/Oceania,3,17593,1,0.0,0.0,16882.0,2022-04-30
Palau,4610,0,6,0,3984,0,620,1,252575,329,46016,2521148,18252,Australia/Oceania,4,3042,0,0.0,0.0,33969.0,2022-04-30
St. Barth,4544,0,6,0,0,0,0,0,457511,604,78646,7918445,9932,North America,2,1655,0,0.0,0.0,410391.0,2022-04-30
Kiribati,3082,1,13,0,2601,0,468,3,25098,106,0,0,122797,Australia/Oceania,40,9446,0,8.0,0.0,3811.0,2022-04-30
Anguilla,2788,0,9,0,2766,0,13,4,182844,590,51382,3369753,15248,North America,5,1694,0,0.0,0.0,853.0,2022-04-30
Saint Pierre Miquelon,2701,0,1,0,2449,0,251,1,470394,174,23446,4083246,5742,North America,2,5742,0,0.0,0.0,43713.0,2022-04-30
Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,2022-04-30
Wallis and Futuna,454,0,7,0,438,0,9,0,41728,643,20508,1884926,10880,Australia/Oceania,24,1554,1,0.0,0.0,827.0,2022-04-30
Montserrat,241,25,2,0,176,1,63,0,48219,400,10033,2007403,4998,North America,21,2499,0,5002.0,0.0,12605.0,2022-04-30
Falkland Islands,128,0,0,0,0,0,0,0,34925,0,8632,2355252,3665,South America,29,0,0,0.0,0.0,1091.0,2022-04-30
Macao,82,0,0,0,82,0,0,0,123,0,5375,8077,665505,Asia,8116,0,124,0.0,0.0,0.0,2022-04-30
Vatican City,29,0,0,0,29,0,0,0,36025,0,0,0,805,Europe,28,0,0,0.0,0.0,0.0,2022-04-30
Marshall Islands,17,0,0,0,14,0,3,0,284,0,0,0,59920,Australia/Oceania,3525,0,0,0.0,0.0,50.0,2022-04-30
Western Sahara,10,0,1,0,9,0,0,0,16,2,0,0,624158,Africa,62416,624158,0,0.0,0.0,0.0,2022-04-30
MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,2022-04-30
Niue,9,0,0,0,7,0,2,0,5468,0,0,0,1646,Australia/Oceania,183,0,0,0.0,0.0,1215.0,2022-04-30
Micronesia,7,4,0,0,1,0,6,0,60,0,0,0,117226,Australia/Oceania,16747,0,0,34.0,0.0,51.0,2022-04-30
Nauru,5,1,0,0,3,0,2,0,457,0,0,0,10948,Australia/Oceania,2190,0,0,91.0,0.0,183.0,2022-04-30
Saint Helena,2,0,0,0,2,0,0,0,327,0,0,0,6110,Africa,3055,0,0,0.0,0.0,0.0,2022-04-30
China,216587,920,5060,38,187525,3447,24002,447,150,4,160000000,111163,1439323776,Asia,6645,284451,9,0.6,0.03,17.0,2022-05-01
USA,83129623,40797,1020967,49,80720330,34518,1388326,1554,248479,3052,1005623543,3005862,334554103,North America,4,328,0,122.0,0.1,4150.0,2022-05-01
India,43082502,3314,523869,26,42538976,2723,19657,698,30667,373,837913110,596452,1404828550,Asia,33,2682,2,2.0,0.02,14.0,2022-05-01
Brazil,30454490,6254,663567,16,29533039,13835,257884,8318,141436,3082,63776166,296187,215324039,South America,7,324,3,29.0,0.07,1198.0,2022-05-01
France,28682011,36726,145962,32,26826937,25431,1709112,1677,437641,2227,266484045,4066113,65537780,Europe,2,449,0,560.0,0.5,26078.0,2022-05-01
Germany,24770595,8995,135913,13,22356000,48100,2278682,1446,293929,1613,122332384,1451601,84274119,Europe,3,620,1,107.0,0.2,27039.0,2022-05-01
UK,22038340,0,174912,0,21210408,42141,653020,302,321547,2552,517337635,7548132,68538498,Europe,3,392,0,0.0,0.0,9528.0,2022-05-01
Russia,18189401,7047,376031,147,17548718,8733,264652,2300,124543,2575,273400000,1871975,146048952,Europe,8,388,1,48.0,1.0,1812.0,2022-05-01
S. Korea,17275649,37771,22875,81,0,0,0,793,336430,445,15804065,307772,51349914,Asia,3,2245,3,736.0,2.0,317104.0,2022-05-01
Italy,16504963,40929,163612,105,15109509,39195,1231842,366,273718,2713,214061284,3549987,60299169,Europe,4,369,0,679.0,2.0,20429.0,2022-05-01
Turkey,15033573,1480,98783,12,14930088,2113,4702,975,174810,1149,159133216,1850397,85999512,Asia,6,871,1,17.0,0.1,55.0,2022-05-01
Spain,11896152,0,104456,0,11389694,0,402002,339,254257,2233,471036328,10067479,46787912,Europe,4,448,0,0.0,0.0,8592.0,2022-05-01
Vietnam,10653526,3717,43042,1,9264366,2111,1346118,475,107676,435,85799603,867179,98941036,Asia,9,2299,1,38.0,0.01,13605.0,2022-05-01
Argentina,9083673,1024,128653,13,8895999,0,59021,372,197666,2800,35716069,777204,45954590,South America,5,357,1,22.0,0.3,1284.0,2022-05-01
Netherlands,8050019,1291,22253,4,7836980,25416,190786,66,467909,1293,21107399,1226872,17204241,Europe,2,773,1,75.0,0.2,11089.0,2022-05-01
Japan,7876508,26256,29567,19,7439103,36533,407838,165,62627,235,48754790,387656,125768126,Asia,16,4254,3,209.0,0.2,3243.0,2022-05-01
Iran,7222308,655,141096,13,6986516,3014,94696,1001,84020,1641,50914586,592307,85959848,Asia,12,609,2,8.0,0.2,1102.0,2022-05-01
Colombia,6092667,0,139797,0,5926476,0,26394,342,117449,2695,34465052,664384,51875179,South America,9,371,2,0.0,0.0,509.0,2022-05-01
Indonesia,6047040,244,156273,16,5883293,633,7474,2771,21688,560,95647196,343048,278815543,Asia,46,1784,3,0.9,0.06,27.0,2022-05-01
Poland,5996747,233,116059,0,5334711,31,545977,1321,158767,3073,36099719,955758,37770774,Europe,6,325,1,6.0,0.0,14455.0,2022-05-01
Australia,5960844,32538,7231,8,5624690,33443,328923,149,228900,278,69388128,2664552,26041202,Australia/Oceania,4,3601,0,1249.0,0.3,12631.0,2022-05-01
Mexico,5739680,911,324334,40,5038901,751,376445,4798,43677,2468,15801675,120246,131411221,North America,23,405,8,7.0,0.3,2865.0,2022-05-01
Ukraine,5002571,652,108410,3,0,0,0,177,115658,2506,19521252,451326,43253122,Europe,9,399,2,15.0,0.07,19331.0,2022-05-01
Malaysia,4449507,1503,35550,3,4372790,5839,41167,69,134326,1073,58769192,1774181,33124688,Asia,7,932,1,45.0,0.09,1243.0,2022-05-01
Thailand,4262484,11535,28620,91,4092878,22022,140986,1496,60788,408,17270775,246302,70120440,Asia,16,2450,4,165.0,1.0,2011.0,2022-05-01
Austria,4144906,4363,18161,5,4049476,6936,77269,83,455463,1996,183086157,20118421,9100424,Europe,2,501,0,479.0,0.5,8491.0,2022-05-01
Israel,4077863,1752,10698,3,4046110,3867,21055,220,437257,1147,41373364,4436346,9326000,Asia,2,872,0,188.0,0.3,2258.0,2022-05-01
Belgium,4056448,0,31439,0,3804223,15900,220786,150,347242,2691,33531891,2870411,11681911,Europe,3,372,0,0.0,0.0,18900.0,2022-05-01
Czechia,3905702,602,40162,7,3852006,2865,13534,30,363479,3738,55206405,5137711,10745331,Europe,3,268,0,56.0,0.7,1260.0,2022-05-01
Portugal,3853800,0,22280,0,0,0,0,61,379972,2197,41320769,4074096,10142317,Europe,3,455,0,0.0,0.0,94194.0,2022-05-01
South Africa,3795763,3838,100363,0,3650115,1284,45285,192,62557,1654,24492958,403663,60676777,Africa,16,605,2,63.0,0.0,746.0,2022-05-01
Canada,3751326,2243,39260,17,3457372,2406,254694,468,97824,1024,60871310,1587355,38347627,North America,10,977,1,58.0,0.4,6642.0,2022-05-01
Philippines,3685894,252,60397,56,3619531,1394,5966,289,32837,538,29583870,263555,112249444,Asia,30,1859,4,2.0,0.5,53.0,2022-05-01
Switzerland,3602489,0,13859,0,3471069,12016,117561,87,410754,1580,20767523,2367903,8770428,Europe,2,633,0,0.0,0.0,13404.0,2022-05-01
Peru,3565839,586,212841,17,0,0,0,297,105460,6295,29874150,883533,33812147,South America,9,159,1,17.0,0.5,48277.0,2022-05-01
Chile,3561016,2385,57539,12,3419387,5960,84090,211,183402,2963,37050142,1908184,19416438,South America,5,337,1,123.0,0.6,4331.0,2022-05-01
Greece,3328623,4701,29175,22,3223095,10172,76353,238,322231,2824,79914290,7736199,10329916,Europe,3,354,0,455.0,2.0,7391.0,2022-05-01
Denmark,2966671,624,6170,12,2943249,1488,17252,13,508905,1058,127225595,21824358,5829523,Europe,2,945,0,107.0,2.0,2959.0,2022-05-01
Romania,2894368,492,65493,6,2606660,0,222215,191,152312,3446,22714582,1195320,19002936,Europe,7,290,1,26.0,0.3,11694.0,2022-05-01
Sweden,2500917,0,18739,0,2469945,796,12233,21,244840,1835,18513445,1812469,10214488,Europe,4,545,1,0.0,0.0,1198.0,2022-05-01
Iraq,2325175,83,25211,0,2297956,209,2008,15,55529,602,18481057,441356,41873314,Asia,18,1661,2,2.0,0.0,48.0,2022-05-01
Serbia,2006695,342,15999,8,1976686,1050,14010,25,231373,1845,9491908,1094422,8672986,Europe,4,542,1,39.0,0.9,1615.0,2022-05-01
Bangladesh,1952716,25,29127,0,1895697,293,27892,1297,11645,174,13993109,83446,167691408,Asia,86,5757,12,0.1,0.0,166.0,2022-05-01
Hungary,1901017,0,46201,0,1804295,0,50521,41,197704,4805,11339446,1179291,9615474,Europe,5,208,1,0.0,0.0,5254.0,2022-05-01
Slovakia,1781692,737,19917,12,1744090,784,17685,70,326050,3645,7093189,1298054,5464480,Europe,3,274,1,135.0,2.0,3236.0,2022-05-01
Jordan,1694216,0,14048,0,1678941,0,1227,124,163086,1352,16670254,1604689,10388461,Asia,6,739,1,0.0,0.0,118.0,2022-05-01
Georgia,1655170,72,16810,3,1637198,161,1162,0,416378,4229,16915441,4255288,3975158,Asia,2,236,0,18.0,0.8,292.0,2022-05-01
Pakistan,1528478,66,30371,0,1494141,0,3966,119,6682,133,28175958,123180,228737931,Asia,150,7531,8,0.3,0.0,17.0,2022-05-01
Ireland,1517112,0,7087,0,1458063,5725,51962,38,301092,1407,12063637,2394195,5038702,Europe,3,711,0,0.0,0.0,10313.0,2022-05-01
Norway,1426128,115,2932,0,0,0,0,20,259352,533,11002430,2000877,5498803,Europe,4,1875,0,21.0,0.0,242643.0,2022-05-01
Kazakhstan,1305543,10,13660,0,1291078,12,805,24,68041,712,11575012,603254,19187625,Asia,15,1405,2,0.5,0.0,42.0,2022-05-01
Hong Kong,1204510,300,9313,5,0,0,0,115,158316,1224,44972952,5911063,7608268,Asia,6,817,0,39.0,0.7,155353.0,2022-05-01
Singapore,1199640,1732,1336,1,1137970,5396,60334,7,202146,225,23767171,4004897,5934528,Asia,5,4442,0,292.0,0.2,10167.0,2022-05-01
Morocco,1164973,20,16069,0,1148503,29,401,293,30892,426,11237010,297977,37710997,Africa,32,2347,3,0.5,0.0,11.0,2022-05-01
Bulgaria,1156971,242,36918,5,978294,149,141759,81,168833,5387,9851635,1437615,6852765,Europe,6,186,1,35.0,0.7,20686.0,2022-05-01
Croatia,1122982,523,15835,7,1101699,845,5448,15,276668,3901,4789971,1180099,4058956,Europe,4,256,1,129.0,2.0,1342.0,2022-05-01
Cuba,1103131,190,8527,1,1093707,199,897,23,97502,754,12920253,1141974,11313967,North America,10,1327,1,17.0,0.09,79.0,2022-05-01
Lebanon,1097044,89,10387,1,1081770,0,4887,186,162056,1534,4795578,708406,6769529,Asia,6,652,1,13.0,0.1,722.0,2022-05-01
Lithuania,1058432,226,9099,5,1024107,367,25226,35,398983,3430,8247311,3108880,2652824,Europe,3,292,0,85.0,2.0,9509.0,2022-05-01
Tunisia,1040193,0,28550,0,0,0,0,29,86360,2370,4572976,379661,12044884,Africa,12,422,3,0.0,0.0,-1198.19,2022-05-01
Finland,1023013,0,3939,0,46000,0,973074,24,184112,709,10720282,1929334,5556468,Europe,5,1411,1,0.0,0.0,175125.0,2022-05-01
Slovenia,1010556,478,6593,1,990907,570,13056,24,485970,3171,2646571,1272720,2079461,Europe,2,315,1,230.0,0.5,6279.0,2022-05-01
Belarus,980680,335,6949,2,928536,0,45195,0,103846,736,13167283,1394302,9443636,Europe,10,1359,1,35.0,0.2,4786.0,2022-05-01
Nepal,978828,18,11951,0,966656,27,221,0,32524,397,5638811,187364,30095444,Asia,31,2518,5,0.6,0.0,7.0,2022-05-01
New Zealand,936697,5728,707,5,883593,5705,52397,0,187261,141,7081425,1415690,5002100,Australia/Oceania,5,7075,1,1145.0,1.0,10475.0,2022-05-01
Bolivia,905041,67,21923,4,858920,486,24198,220,75645,1832,2699040,225591,11964333,South America,13,546,4,6.0,0.3,2023.0,2022-05-01
UAE,898811,240,2302,0,882223,392,14286,0,88912,228,156156960,15447270,10109033,Asia,11,4391,0,24.0,0.0,1413.0,2022-05-01
Uruguay,895775,0,7197,0,886654,0,1924,18,256246,2059,6091188,1742452,3495757,South America,4,486,1,0.0,0.0,550.0,2022-05-01
Ecuador,869696,0,35598,0,0,0,0,759,47962,1963,2470170,136224,18133173,South America,21,509,7,0.0,0.0,21520.0,2022-05-01
Costa Rica,852074,0,8405,0,832853,0,10816,45,164518,1623,4291131,828527,5179229,North America,6,616,1,0.0,0.0,2088.0,2022-05-01
Guatemala,846546,0,17584,0,826602,0,2360,5,45705,949,4454022,240475,18521789,North America,22,1053,4,0.0,0.0,127.0,2022-05-01
Latvia,822013,0,5760,0,808909,0,7344,11,444799,3117,7174863,3882382,1848057,Europe,2,321,0,0.0,0.0,3974.0,2022-05-01
Azerbaijan,792578,16,9709,0,782781,20,88,0,76902,942,6817342,661467,10306390,Asia,13,1062,2,2.0,0.0,9.0,2022-05-01
Panama,777120,700,8184,0,762170,0,6766,8,175066,1844,5878625,1324306,4439024,North America,6,542,1,158.0,0.0,1524.0,2022-05-01
Saudi Arabia,754110,99,9089,1,741786,113,3235,47,21061,254,41902465,1170272,35805734,Asia,47,3939,1,3.0,0.03,90.0,2022-05-01
Sri Lanka,663373,11,16505,1,646126,1,742,0,30744,765,6486117,300596,21577526,Asia,33,1307,3,0.5,0.05,34.0,2022-05-01
Paraguay,649455,0,18870,0,624673,0,5912,2,89054,2587,2623300,359709,7292833,South America,11,386,3,0.0,0.0,811.0,2022-05-01
Kuwait,631409,0,2555,0,628090,0,764,8,143956,583,8007805,1825717,4386115,Asia,7,1717,1,0.0,0.0,174.0,2022-05-01
Myanmar,612900,17,19434,0,591826,14,1640,0,11128,353,7962713,144574,55077194,Asia,90,2834,7,0.3,0.0,30.0,2022-05-01
Palestine,581940,0,5353,0,576242,0,345,17,109422,1007,3078533,578856,5318304,Asia,9,994,2,0.0,0.0,65.0,2022-05-01
Dominican Republic,579443,195,4376,0,574726,125,341,1,52453,396,3279736,296891,11046946,North America,19,2524,3,18.0,0.0,31.0,2022-05-01
Estonia,572193,0,2539,0,511039,0,58615,3,430814,1912,3326696,2504727,1328167,Europe,2,523,0,0.0,0.0,44132.0,2022-05-01
Bahrain,569091,385,1476,1,564361,469,3254,1,314466,816,9724966,5373776,1809708,Asia,3,1226,0,213.0,0.6,1798.0,2022-05-01
Venezuela,522434,109,5709,0,515703,28,1022,230,18468,202,3359014,118741,28288539,South America,54,4955,8,4.0,0.0,36.0,2022-05-01
Moldova,516986,0,11489,0,504142,0,1355,49,128706,2860,3216305,800711,4016810,Europe,8,350,1,0.0,0.0,337.0,2022-05-01
Egypt,515645,0,24613,0,442182,0,48850,122,4871,232,3693367,34888,105865008,Africa,205,4301,29,0.0,0.0,461.0,2022-05-01
Libya,501904,0,6430,0,490973,0,4501,101,71271,913,2477219,351766,7042237,Africa,14,1095,3,0.0,0.0,639.0,2022-05-01
Cyprus,474267,0,1020,0,124370,0,348877,60,387650,834,9477138,7746304,1223440,Asia,3,1199,0,0.0,0.0,285161.0,2022-05-01
Ethiopia,470581,13,7510,0,455383,0,7688,11,3916,62,4791793,39875,120171463,Africa,255,16002,25,0.1,0.0,64.0,2022-05-01
Mongolia,469885,0,2179,0,313256,0,154450,192,139231,646,4030048,1194135,3374868,Asia,7,1549,1,0.0,0.0,45765.0,2022-05-01
Honduras,423179,0,10893,0,132318,0,279968,105,41517,1069,1263329,123943,10192790,North America,24,936,8,0.0,0.0,27467.0,2022-05-01
Armenia,422871,4,8622,0,411485,435,2764,0,142219,2900,3053893,1027079,2973377,Asia,7,345,1,1.0,0.0,930.0,2022-05-01
Oman,389126,0,4258,0,384243,0,625,4,72814,797,25000000,4678022,5344139,Asia,14,1255,0,0.0,0.0,117.0,2022-05-01
Bosnia and Herzegovina,377087,0,15765,0,192218,0,169104,0,116260,4861,1758191,542068,3243488,Europe,9,206,2,0.0,0.0,52136.0,2022-05-01
Réunion,374295,0,742,0,355605,0,17948,10,412672,818,1603660,1768087,907003,Africa,2,1222,1,0.0,0.0,19788.0,2022-05-01
Qatar,364655,53,677,0,363470,105,508,3,129872,241,3444175,1226643,2807805,Asia,8,4147,1,19.0,0.0,181.0,2022-05-01
Kenya,323786,13,5649,0,317978,18,159,0,5788,101,3601063,64376,55937629,Africa,173,9902,16,0.2,0.0,3.0,2022-05-01
Zambia,319733,31,3976,0,315177,133,580,1,16545,206,3428401,177404,19325435,Africa,60,4861,6,2.0,0.0,30.0,2022-05-01
North Macedonia,309571,0,9280,0,299738,0,553,0,148602,4455,2018029,968708,2083218,Europe,7,224,1,0.0,0.0,265.0,2022-05-01
Botswana,305859,0,2688,0,303026,0,145,1,125430,1102,2026898,831215,2438477,Africa,8,907,1,0.0,0.0,59.0,2022-05-01
Albania,275167,60,3496,0,271254,41,417,2,95809,1217,1807273,629263,2872048,Europe,10,822,2,21.0,0.0,145.0,2022-05-01
Algeria,265782,2,6875,0,178358,3,80549,6,5867,152,230861,5096,45299522,Africa,170,6589,196,0.04,0.0,1778.0,2022-05-01
Nigeria,255753,0,3143,0,249911,0,2699,11,1187,15,5075820,23556,215483403,Africa,843,68560,42,0.0,0.0,13.0,2022-05-01
Zimbabwe,247911,36,5469,0,241703,14,739,12,16247,358,2257204,147928,15258752,Africa,62,2790,7,2.0,0.0,48.0,2022-05-01
Uzbekistan,238608,12,1637,0,236711,41,260,23,6945,48,1377915,40106,34356605,Asia,144,20988,25,0.3,0.0,8.0,2022-05-01
Luxembourg,237856,0,1064,0,227197,0,9595,3,368993,1651,4227288,6557920,644608,Europe,3,606,0,0.0,0.0,14885.0,2022-05-01
Montenegro,235292,64,2715,1,231869,91,708,6,374543,4322,2453748,3905930,628211,Europe,3,231,0,102.0,2.0,1127.0,2022-05-01
Mozambique,225386,2,2201,0,223133,20,52,13,6860,67,1313202,39968,32856704,Africa,146,14928,25,0.06,0.0,2.0,2022-05-01
Laos,207608,139,744,0,7660,0,199204,0,27797,100,1232128,164972,7468707,Asia,36,10039,6,19.0,0.0,26672.0,2022-05-01
Kyrgyzstan,200993,1,2991,0,196403,3,1599,131,29905,445,1907195,283762,6721105,Asia,33,2247,4,0.1,0.0,238.0,2022-05-01
Iceland,185579,0,119,0,75685,0,109775,0,537451,345,1953616,5657817,345295,Europe,2,2902,0,0.0,0.0,317917.0,2022-05-01
Maldives,179171,0,298,0,163687,0,15186,25,321119,534,2213831,3967731,557959,Asia,3,1872,0,0.0,0.0,27217.0,2022-05-01
Afghanistan,178899,20,7683,0,161896,13,9320,1124,4414,190,944514,23303,40531821,Asia,227,5276,43,0.5,0.0,230.0,2022-05-01
Uganda,164069,0,3596,0,100205,0,60268,2,3391,74,2612795,54003,48382232,Africa,295,13454,19,0.0,0.0,1246.0,2022-05-01
El Salvador,162089,0,4128,0,150662,0,7299,8,24761,631,1950448,297956,6546087,North America,40,1586,3,0.0,0.0,1115.0,2022-05-01
Ghana,161204,31,1445,0,159712,21,47,1,4997,45,2437331,75554,32259308,Africa,200,22325,13,1.0,0.0,1.0,2022-05-01
Namibia,158811,78,4025,0,153662,0,1124,0,60498,1533,1007690,383870,2625079,Africa,17,652,3,30.0,0.0,428.0,2022-05-01
Martinique,153253,0,926,0,104,0,152223,8,408966,2471,828928,2212050,374733,North America,2,405,0,0.0,0.0,406217.0,2022-05-01
Trinidad and Tobago,148335,468,3831,2,135209,0,9295,18,105368,2721,704554,500472,1407780,North America,9,367,2,332.0,1.0,6603.0,2022-05-01
Brunei ,141911,61,218,0,141022,130,671,0,318799,490,717784,1612480,445143,Asia,3,2042,1,137.0,0.0,1507.0,2022-05-01
Guadeloupe,140130,0,854,0,2250,0,137026,19,350107,2134,938039,2343639,400249,North America,3,469,0,0.0,0.0,342352.0,2022-05-01
Cambodia,136252,1,3056,0,133095,22,101,0,7948,178,2952645,172243,17142279,Asia,126,5609,6,0.06,0.0,6.0,2022-05-01
Taiwan,132950,17080,868,3,27138,1163,104944,0,5564,36,14823815,620356,23895647,Asia,180,27530,2,715.0,0.1,4392.0,2022-05-01
Jamaica,130166,188,2966,4,83623,265,43577,0,43609,994,996159,333742,2984815,North America,23,1006,3,63.0,1.0,14600.0,2022-05-01
Rwanda,129810,4,1459,0,45522,0,82829,0,9588,108,5275615,389649,13539397,Africa,104,9280,3,0.3,0.0,6118.0,2022-05-01
Cameroon,119780,0,1927,0,117791,0,62,13,4316,69,1751774,63117,27754322,Africa,232,14403,16,0.0,0.0,2.0,2022-05-01
Angola,99194,0,1900,0,97149,0,145,0,2856,55,1499795,43177,34735599,Africa,350,18282,23,0.0,0.0,4.0,2022-05-01
Malta,91861,120,698,0,87343,224,3820,4,207036,1573,1884723,4247790,443695,Europe,5,636,0,270.0,0.0,8610.0,2022-05-01
DRC,87023,0,1337,0,50930,0,34756,0,920,14,846704,8956,94540061,Africa,1086,70711,112,0.0,0.0,368.0,2022-05-01
Senegal,86001,4,1966,0,84017,2,18,0,4900,112,1070306,60983,17550832,Africa,204,8927,16,0.2,0.0,1.0,2022-05-01
Malawi,85781,0,2634,0,82066,0,1081,67,4282,131,574677,28685,20033950,Africa,234,7606,35,0.0,0.0,54.0,2022-05-01
Ivory Coast,81957,27,799,0,81112,15,46,0,2972,29,1501863,54469,27572866,Africa,336,34509,18,1.0,0.0,2.0,2022-05-01
French Guiana,80859,0,395,0,11254,0,69210,2,258468,1263,627211,2004894,312840,South America,4,792,0,0.0,0.0,221231.0,2022-05-01
Suriname,79336,0,1328,0,49401,0,28607,0,133059,2227,235950,395724,596249,South America,8,449,3,0.0,0.0,47978.0,2022-05-01
Channel Islands,74383,0,169,0,73224,0,990,0,420730,956,1252808,7086219,176795,Europe,2,1046,0,0.0,0.0,5600.0,2022-05-01
French Polynesia,72720,0,648,0,0,0,0,7,256165,2283,0,0,283879,Australia/Oceania,4,438,0,0.0,0.0,135875.0,2022-05-01
Eswatini,70657,14,1397,0,68906,46,354,11,59770,1182,1015536,859064,1182142,Africa,17,846,1,12.0,0.0,299.0,2022-05-01
Barbados,70449,369,395,1,66662,1099,3392,0,244598,1371,650288,2257795,288019,North America,4,729,0,1281.0,3.0,11777.0,2022-05-01
Fiji,64644,0,862,0,62763,0,1019,0,71168,949,507722,558961,908331,Australia/Oceania,14,1054,2,0.0,0.0,1122.0,2022-05-01
Madagascar,64181,29,1391,0,59370,0,3420,14,2214,48,426220,14701,28992875,Africa,452,20843,68,1.0,0.0,118.0,2022-05-01
Guyana,63482,9,1228,0,62143,0,111,1,80003,1548,597749,753310,793497,South America,12,646,1,11.0,0.0,140.0,2022-05-01
Sudan,62117,0,4931,0,0,0,0,0,1359,108,562941,12312,45721722,Africa,736,9272,81,0.0,0.0,369.0,2022-05-01
New Caledonia,60517,0,312,0,60102,0,103,9,208306,1074,98964,340644,290520,Australia/Oceania,5,931,3,0.0,0.0,355.0,2022-05-01
Bhutan,59219,56,21,0,57889,141,1309,1,75232,27,2299415,2921179,787153,Asia,13,37483,0,71.0,0.0,1663.0,2022-05-01
Mauritania,58688,0,982,0,57695,0,11,0,12043,202,804074,165001,4873160,Africa,83,4962,6,0.0,0.0,2.0,2022-05-01
